Area Name,Area ID,Year,Age Group,Total,Male,Female,White Total,White Male,White Female,Black Total,Black Male,Black Female,AIAN Total,AIAN Male,AIAN Female,Asian Total,Asian Male,Asian Female,NHOPI Total,NHOPI Male,NHOPI Female,Two or More Races Total,Two or More Races Male,Two or More Races Female
Ferry,53019,2010,5-9,376,220,156,227,137,90,1,1,0,106,59,47,3,0,3,0,0,0,39,23,16
Ferry,53019,2010,10-14,430,203,227,300,136,164,4,4,0,87,45,42,3,1,2,0,0,0,36,17,19
Ferry,53019,2010,15-19,543,322,221,399,248,151,7,4,3,83,41,42,6,2,4,0,0,0,48,27,21
Ferry,53019,2010,20-24,402,225,177,270,159,111,5,2,3,99,51,48,2,1,1,4,2,2,22,10,12
Ferry,53019,2010,25-29,335,172,163,239,120,119,1,1,0,80,43,37,2,1,1,0,0,0,13,7,6
Ferry,53019,2010,30-34,317,167,150,221,113,108,1,1,0,76,43,33,4,3,1,0,0,0,15,7,8
Ferry,53019,2010,35-39,340,178,162,267,140,127,0,0,0,65,33,32,5,3,2,0,0,0,3,2,1
Ferry,53019,2010,40-44,401,180,221,299,143,156,3,1,2,74,27,47,10,2,8,1,1,0,14,6,8
Ferry,53019,2010,45-49,538,262,276,420,202,218,1,1,0,88,46,42,5,1,4,1,0,1,23,12,11
Ferry,53019,2010,50-54,614,295,319,483,224,259,0,0,0,100,52,48,3,1,2,0,0,0,28,18,10
Ferry,53019,2010,55-59,759,388,371,641,325,316,1,1,0,84,50,34,0,0,0,1,1,0,32,11,21
Ferry,53019,2010,60-64,680,376,304,600,332,268,0,0,0,57,31,26,0,0,0,1,0,1,22,13,9
Ferry,53019,2010,65-69,523,258,265,461,224,237,0,0,0,46,24,22,5,2,3,0,0,0,11,8,3
Ferry,53019,2010,70-74,377,210,167,338,193,145,0,0,0,35,17,18,1,0,1,0,0,0,3,0,3
Ferry,53019,2010,75-79,240,136,104,209,118,91,0,0,0,25,16,9,1,1,0,0,0,0,5,1,4
Ferry,53019,2010,80-84,135,65,70,113,57,56,0,0,0,17,5,12,2,0,2,0,0,0,3,3,0
Ferry,53019,2010,85+,153,49,104,130,42,88,0,0,0,17,3,14,1,1,0,0,0,0,5,3,2
Ferry,53019,2010,Total,"7,551","3,905","3,646","5,843","3,031","2,812",26,16,10,"1,272",651,621,60,23,37,8,4,4,342,180,162
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Franklin,53021,2010,0-4,"8,297","4,251","4,046","7,612","3,902","3,710",138,71,67,79,45,34,123,67,56,40,22,18,305,144,161
Franklin,53021,2010,5-9,"7,699","3,935","3,764","7,061","3,607","3,454",141,78,63,87,46,41,135,75,60,30,12,18,245,117,128
Franklin,53021,2010,10-14,"6,912","3,572","3,340","6,349","3,278","3,071",140,74,66,90,45,45,115,63,52,33,18,15,185,94,91
Franklin,53021,2010,15-19,"6,214","3,218","2,996","5,692","2,945","2,747",136,75,61,91,48,43,101,44,57,26,12,14,168,94,74
Franklin,53021,2010,20-24,"5,645","2,986","2,659","5,133","2,695","2,438",165,106,59,89,55,34,101,53,48,30,18,12,127,59,68
Franklin,53021,2010,25-29,"6,482","3,416","3,066","5,948","3,101","2,847",155,110,45,70,48,22,136,68,68,29,17,12,144,72,72
Franklin,53021,2010,30-34,"6,187","3,264","2,923","5,692","2,989","2,703",153,107,46,80,46,34,115,46,69,28,11,17,119,65,54
Franklin,53021,2010,35-39,"5,464","2,824","2,640","5,019","2,593","2,426",113,77,36,91,49,42,140,64,76,23,13,10,78,28,50
Franklin,53021,2010,40-44,"4,683","2,542","2,141","4,290","2,309","1,981",125,95,30,76,44,32,127,58,69,15,10,5,50,26,24
Franklin,53021,2010,45-49,"4,278","2,206","2,072","3,921","2,025","1,896",119,71,48,57,25,32,107,49,58,21,10,11,53,26,27
Franklin,53021,2010,50-54,"4,078","2,111","1,967","3,718","1,919","1,799",116,75,41,65,31,34,120,58,62,9,6,3,50,22,28
Franklin,53021,2010,55-59,"3,734","1,980","1,754","3,478","1,851","1,627",100,54,46,36,19,17,80,36,44,3,2,1,37,18,19
Franklin,53021,2010,60-64,"2,794","1,435","1,359","2,604","1,343","1,261",78,44,34,28,14,14,58,28,30,4,1,3,22,5,17
Franklin,53021,2010,65-69,"1,948",974,974,"1,828",909,919,31,19,12,15,7,8,54,29,25,2,2,0,18,8,10
Franklin,53021,2010,70-74,"1,342",675,667,"1,257",637,620,29,13,16,11,8,3,32,15,17,1,0,1,12,2,10
Franklin,53021,2010,75-79,993,463,530,941,436,505,20,10,10,6,3,3,22,11,11,0,0,0,4,3,1
Franklin,53021,2010,80-84,780,330,450,731,308,423,17,6,11,4,2,2,21,7,14,0,0,0,7,7,0
Franklin,53021,2010,85+,633,265,368,597,252,345,21,6,15,6,4,2,7,2,5,0,0,0,2,1,1
Franklin,53021,2010,Total,"78,163","40,447","37,716","71,871","37,099","34,772","1,797","1,091",706,981,539,442,"1,594",773,821,294,154,140,"1,626",791,835
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Garfield,53023,2010,0-4,96,49,47,85,46,39,0,0,0,0,0,0,4,1,3,0,0,0,7,2,5
Garfield,53023,2010,5-9,107,52,55,95,46,49,0,0,0,1,0,1,4,1,3,0,0,0,7,5,2
Garfield,53023,2010,10-14,159,85,74,154,83,71,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3
Garfield,53023,2010,15-19,148,81,67,142,79,63,0,0,0,0,0,0,2,0,2,0,0,0,4,2,2
Garfield,53023,2010,20-24,75,43,32,70,39,31,0,0,0,0,0,0,2,1,1,0,0,0,3,3,0
Garfield,53023,2010,25-29,89,42,47,83,39,44,0,0,0,0,0,0,4,3,1,0,0,0,2,0,2
Garfield,53023,2010,30-34,105,53,52,98,51,47,0,0,0,0,0,0,3,1,2,0,0,0,4,1,3
Garfield,53023,2010,35-39,116,64,52,108,58,50,0,0,0,1,1,0,5,3,2,0,0,0,2,2,0
Garfield,53023,2010,40-44,107,43,64,102,42,60,0,0,0,0,0,0,3,0,3,0,0,0,2,1,1
Garfield,53023,2010,45-49,165,81,84,160,81,79,0,0,0,0,0,0,3,0,3,0,0,0,2,0,2
Garfield,53023,2010,50-54,183,97,86,178,95,83,0,0,0,0,0,0,3,1,2,0,0,0,2,1,1
Garfield,53023,2010,55-59,221,107,114,218,106,112,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1
Garfield,53023,2010,60-64,189,94,95,184,92,92,0,0,0,3,1,2,2,1,1,0,0,0,0,0,0
Garfield,53023,2010,65-69,127,70,57,126,69,57,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Garfield,53023,2010,70-74,94,41,53,90,40,50,0,0,0,1,1,0,1,0,1,0,0,0,2,0,2
Garfield,53023,2010,75-79,101,46,55,101,46,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garfield,53023,2010,80-84,88,37,51,88,37,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garfield,53023,2010,85+,96,33,63,96,33,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garfield,53023,2010,Total,"2,266","1,118","1,148","2,178","1,082","1,096",0,0,0,6,3,3,39,14,25,0,0,0,43,19,24
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Grant,53025,2010,0-4,"8,075","4,126","3,949","7,359","3,743","3,616",167,88,79,177,100,77,59,36,23,9,6,3,304,153,151
Grant,53025,2010,5-9,"7,421","3,733","3,688","6,834","3,435","3,399",155,84,71,139,78,61,49,21,28,8,4,4,236,111,125
Grant,53025,2010,10-14,"7,350","3,760","3,590","6,789","3,480","3,309",140,80,60,143,58,85,55,30,25,7,4,3,216,108,108
Grant,53025,2010,15-19,"7,193","3,799","3,394","6,609","3,465","3,144",150,95,55,147,79,68,50,32,18,14,8,6,223,120,103
Grant,53025,2010,20-24,"6,101","3,338","2,763","5,555","3,022","2,533",164,93,71,136,83,53,90,66,24,12,8,4,144,66,78
Grant,53025,2010,25-29,"6,008","3,178","2,830","5,588","2,958","2,630",114,67,47,125,65,60,66,22,44,6,5,1,109,61,48
Grant,53025,2010,30-34,"5,681","2,855","2,826","5,269","2,632","2,637",120,69,51,117,61,56,61,30,31,4,2,2,110,61,49
Grant,53025,2010,35-39,"5,492","2,781","2,711","5,151","2,604","2,547",89,46,43,101,51,50,66,32,34,5,2,3,80,46,34
Grant,53025,2010,40-44,"5,180","2,692","2,488","4,837","2,529","2,308",74,41,33,118,54,64,68,34,34,5,2,3,78,32,46
Grant,53025,2010,45-49,"5,429","2,778","2,651","5,099","2,606","2,493",102,57,45,99,57,42,52,21,31,5,3,2,72,34,38
Grant,53025,2010,50-54,"5,396","2,748","2,648","5,071","2,598","2,473",93,54,39,102,37,65,51,21,30,7,4,3,72,34,38
Grant,53025,2010,55-59,"4,935","2,504","2,431","4,692","2,382","2,310",40,26,14,74,34,40,56,25,31,1,1,0,72,36,36
Grant,53025,2010,60-64,"4,328","2,135","2,193","4,107","2,038","2,069",25,11,14,79,38,41,53,21,32,5,1,4,59,26,33
Grant,53025,2010,65-69,"3,469","1,765","1,704","3,320","1,693","1,627",26,15,11,44,24,20,37,10,27,3,1,2,39,22,17
Grant,53025,2010,70-74,"2,383","1,169","1,214","2,280","1,118","1,162",22,14,8,26,13,13,27,13,14,5,3,2,23,8,15
Grant,53025,2010,75-79,"1,982",953,"1,029","1,903",922,981,14,7,7,20,8,12,20,7,13,2,2,0,23,7,16
Grant,53025,2010,80-84,"1,409",630,779,"1,343",602,741,12,6,6,5,3,2,28,10,18,1,1,0,20,8,12
Grant,53025,2010,85+,"1,288",476,812,"1,236",455,781,12,6,6,7,2,5,23,8,15,1,0,1,9,5,4
Grant,53025,2010,Total,"89,120","45,420","43,700","83,042","42,282","40,760","1,519",859,660,"1,659",845,814,911,439,472,100,57,43,"1,889",938,951
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Grays Harbor,53027,2010,0-4,"4,260","2,136","2,124","3,480","1,740","1,740",34,16,18,331,173,158,54,25,29,12,7,5,349,175,174
Grays Harbor,53027,2010,5-9,"4,141","2,073","2,068","3,449","1,712","1,737",41,20,21,294,169,125,60,26,34,10,7,3,287,139,148
Grays Harbor,53027,2010,10-14,"4,493","2,304","2,189","3,762","1,957","1,805",69,39,30,311,154,157,60,23,37,10,6,4,281,125,156
Grays Harbor,53027,2010,15-19,"4,770","2,499","2,271","4,036","2,107","1,929",46,21,25,350,203,147,64,29,35,16,7,9,258,132,126
Grays Harbor,53027,2010,20-24,"4,312","2,364","1,948","3,640","1,986","1,654",72,62,10,341,188,153,78,43,35,18,10,8,163,75,88
Grays Harbor,53027,2010,25-29,"4,294","2,347","1,947","3,659","1,957","1,702",100,90,10,267,163,104,85,38,47,20,15,5,163,84,79
Grays Harbor,53027,2010,30-34,"4,266","2,361","1,905","3,687","2,014","1,673",116,101,15,225,126,99,83,40,43,22,17,5,133,63,70
Grays Harbor,53027,2010,35-39,"4,216","2,296","1,920","3,674","1,960","1,714",83,78,5,248,148,100,68,37,31,14,11,3,129,62,67
Grays Harbor,53027,2010,40-44,"4,390","2,354","2,036","3,900","2,075","1,825",72,61,11,224,111,113,81,39,42,12,11,1,101,57,44
Grays Harbor,53027,2010,45-49,"5,176","2,682","2,494","4,659","2,388","2,271",61,52,9,257,142,115,82,41,41,14,9,5,103,50,53
Grays Harbor,53027,2010,50-54,"5,707","2,879","2,828","5,194","2,611","2,583",55,45,10,215,105,110,87,40,47,18,9,9,138,69,69
Grays Harbor,53027,2010,55-59,"5,634","2,842","2,792","5,206","2,624","2,582",41,36,5,172,84,88,87,33,54,10,4,6,118,61,57
Grays Harbor,53027,2010,60-64,"5,289","2,607","2,682","4,916","2,416","2,500",31,23,8,178,89,89,67,29,38,11,8,3,86,42,44
Grays Harbor,53027,2010,65-69,"3,933","2,020","1,913","3,693","1,905","1,788",11,6,5,125,59,66,44,16,28,3,3,0,57,31,26
Grays Harbor,53027,2010,70-74,"2,936","1,443","1,493","2,770","1,365","1,405",8,8,0,69,36,33,37,10,27,5,0,5,47,24,23
Grays Harbor,53027,2010,75-79,"2,022",975,"1,047","1,929",931,998,2,2,0,40,24,16,22,5,17,2,1,1,27,12,15
Grays Harbor,53027,2010,80-84,"1,509",628,881,"1,460",610,850,2,2,0,18,9,9,9,2,7,0,0,0,20,5,15
Grays Harbor,53027,2010,85+,"1,449",547,902,"1,411",537,874,2,1,1,16,5,11,10,1,9,2,1,1,8,2,6
Grays Harbor,53027,2010,Total,"72,797","37,357","35,440","64,525","32,895","31,630",846,663,183,"3,681","1,988","1,693","1,078",477,601,199,126,73,"2,468","1,208","1,260"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Island,53029,2010,0-4,"4,542","2,268","2,274","3,623","1,817","1,806",159,79,80,38,18,20,168,86,82,27,15,12,527,253,274
Island,53029,2010,5-9,"4,338","2,274","2,064","3,501","1,834","1,667",128,71,57,36,17,19,177,79,98,30,20,10,466,253,213
Island,53029,2010,10-14,"4,518","2,333","2,185","3,612","1,876","1,736",165,84,81,51,26,25,220,112,108,36,14,22,434,221,213
Island,53029,2010,15-19,"4,615","2,384","2,231","3,733","1,922","1,811",151,85,66,61,32,29,242,125,117,48,25,23,380,195,185
Island,53029,2010,20-24,"5,157","2,901","2,256","4,279","2,392","1,887",265,170,95,68,36,32,238,136,102,33,17,16,274,150,124
Island,53029,2010,25-29,"5,023","2,717","2,306","4,236","2,300","1,936",199,128,71,59,26,33,259,114,145,31,19,12,239,130,109
Island,53029,2010,30-34,"4,121","2,077","2,044","3,481","1,786","1,695",172,101,71,39,17,22,222,82,140,36,22,14,171,69,102
Island,53029,2010,35-39,"4,053","2,026","2,027","3,468","1,766","1,702",140,90,50,41,22,19,242,79,163,28,10,18,134,59,75
Island,53029,2010,40-44,"4,412","2,154","2,258","3,802","1,903","1,899",106,67,39,69,28,41,276,79,197,31,18,13,128,59,69
Island,53029,2010,45-49,"5,251","2,543","2,708","4,620","2,287","2,333",90,52,38,57,31,26,316,99,217,28,11,17,140,63,77
Island,53029,2010,50-54,"5,730","2,646","3,084","5,201","2,447","2,754",64,38,26,41,24,17,294,78,216,25,13,12,105,46,59
Island,53029,2010,55-59,"6,206","2,842","3,364","5,736","2,665","3,071",50,25,25,49,21,28,252,77,175,20,10,10,99,44,55
Island,53029,2010,60-64,"6,101","2,935","3,166","5,748","2,808","2,940",33,18,15,39,18,21,206,56,150,13,5,8,62,30,32
Island,53029,2010,65-69,"4,994","2,360","2,634","4,742","2,268","2,474",19,15,4,25,11,14,145,36,109,9,4,5,54,26,28
Island,53029,2010,70-74,"3,500","1,736","1,764","3,294","1,653","1,641",31,21,10,15,8,7,122,44,78,10,3,7,28,7,21
Island,53029,2010,75-79,"2,475","1,205","1,270","2,362","1,163","1,199",10,8,2,7,3,4,69,17,52,2,1,1,25,13,12
Island,53029,2010,80-84,"1,718",788,930,"1,643",760,883,6,3,3,6,3,3,54,20,34,1,1,0,8,1,7
Island,53029,2010,85+,"1,752",668,"1,084","1,714",654,"1,060",2,2,0,4,1,3,21,6,15,1,1,0,10,4,6
Island,53029,2010,Total,"78,506","38,857","39,649","68,795","34,301","34,494","1,790","1,057",733,705,342,363,"3,523","1,325","2,198",409,209,200,"3,284","1,623","1,661"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Jefferson,53031,2010,0-4,"1,068",554,514,889,468,421,16,8,8,58,29,29,13,4,9,6,4,2,86,41,45
Jefferson,53031,2010,5-9,"1,127",556,571,964,477,487,17,11,6,48,25,23,6,3,3,7,2,5,85,38,47
Jefferson,53031,2010,10-14,"1,367",694,673,"1,150",579,571,19,14,5,70,39,31,30,16,14,6,4,2,92,42,50
Jefferson,53031,2010,15-19,"1,354",696,658,"1,143",592,551,16,6,10,62,30,32,21,7,14,9,8,1,103,53,50
Jefferson,53031,2010,20-24,"1,105",619,486,942,524,418,25,20,5,45,25,20,19,8,11,4,4,0,70,38,32
Jefferson,53031,2010,25-29,"1,121",611,510,990,539,451,19,15,4,41,21,20,20,8,12,1,1,0,50,27,23
Jefferson,53031,2010,30-34,"1,197",605,592,"1,022",515,507,26,21,5,63,33,30,30,10,20,4,2,2,52,24,28
Jefferson,53031,2010,35-39,"1,253",649,604,"1,117",569,548,22,20,2,33,17,16,33,16,17,6,3,3,42,24,18
Jefferson,53031,2010,40-44,"1,478",763,715,"1,350",694,656,15,11,4,33,19,14,32,10,22,9,6,3,39,23,16
Jefferson,53031,2010,45-49,"1,942",913,"1,029","1,797",849,948,14,10,4,46,19,27,41,16,25,1,0,1,43,19,24
Jefferson,53031,2010,50-54,"2,561","1,204","1,357","2,362","1,104","1,258",19,16,3,46,24,22,53,19,34,7,5,2,74,36,38
Jefferson,53031,2010,55-59,"3,063","1,438","1,625","2,863","1,342","1,521",13,10,3,62,29,33,57,21,36,2,2,0,66,34,32
Jefferson,53031,2010,60-64,"3,394","1,616","1,778","3,259","1,559","1,700",14,9,5,39,18,21,30,7,23,3,1,2,49,22,27
Jefferson,53031,2010,65-69,"2,852","1,422","1,430","2,727","1,364","1,363",9,6,3,38,12,26,28,14,14,0,0,0,50,26,24
Jefferson,53031,2010,70-74,"1,878",959,919,"1,817",924,893,5,2,3,21,14,7,18,9,9,0,0,0,17,10,7
Jefferson,53031,2010,75-79,"1,338",700,638,"1,286",677,609,3,3,0,13,6,7,17,5,12,0,0,0,19,9,10
Jefferson,53031,2010,80-84,948,477,471,919,468,451,1,1,0,9,4,5,11,1,10,0,0,0,8,3,5
Jefferson,53031,2010,85+,826,322,504,805,315,490,0,0,0,6,3,3,11,3,8,0,0,0,4,1,3
Jefferson,53031,2010,Total,"29,872","14,798","15,074","27,402","13,559","13,843",253,183,70,733,367,366,470,177,293,65,42,23,949,470,479
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
King,53033,2010,0-4,"120,294","61,616","58,678","74,760","38,338","36,422","10,203","5,286","4,917","1,494",785,709,"18,256","9,323","8,933","1,451",741,710,"14,130","7,143","6,987"
King,53033,2010,5-9,"113,295","57,899","55,396","72,354","37,051","35,303","9,404","4,863","4,541","1,399",723,676,"17,362","8,747","8,615","1,283",635,648,"11,493","5,880","5,613"
King,53033,2010,10-14,"110,789","56,832","53,957","73,140","37,751","35,389","9,185","4,697","4,488","1,440",757,683,"15,674","7,910","7,764","1,317",681,636,"10,033","5,036","4,997"
King,53033,2010,15-19,"117,514","60,118","57,396","77,150","39,716","37,434","9,470","4,866","4,604","1,704",894,810,"18,826","9,498","9,328","1,415",680,735,"8,949","4,464","4,485"
King,53033,2010,20-24,"129,822","65,628","64,194","87,972","44,772","43,200","9,200","4,681","4,519","1,723",923,800,"21,665","10,762","10,903","1,547",776,771,"7,715","3,714","4,001"
King,53033,2010,25-29,"160,656","81,708","78,948","112,507","58,234","54,273","10,381","5,258","5,123","1,835",939,896,"26,718","12,842","13,876","1,563",776,787,"7,652","3,659","3,993"
King,53033,2010,30-34,"152,061","77,549","74,512","105,695","54,958","50,737","9,629","4,881","4,748","1,687",860,827,"27,368","13,087","14,281","1,349",691,658,"6,333","3,072","3,261"
King,53033,2010,35-39,"149,158","75,962","73,196","104,872","54,652","50,220","9,326","4,822","4,504","1,511",808,703,"27,129","12,699","14,430","1,156",573,583,"5,164","2,408","2,756"
King,53033,2010,40-44,"147,632","75,601","72,031","109,204","56,907","52,297","9,290","4,936","4,354","1,508",796,712,"22,495","10,468","12,027",977,490,487,"4,158","2,004","2,154"
King,53033,2010,45-49,"147,837","74,745","73,092","112,404","57,304","55,100","9,314","5,108","4,206","1,482",756,726,"20,104","9,335","10,769",992,484,508,"3,541","1,758","1,783"
King,53033,2010,50-54,"143,295","71,813","71,482","111,941","56,615","55,326","8,524","4,585","3,939","1,420",716,704,"17,618","8,072","9,546",821,398,423,"2,971","1,427","1,544"
King,53033,2010,55-59,"126,272","61,981","64,291","100,290","49,774","50,516","6,842","3,581","3,261","1,080",546,534,"15,328","6,811","8,517",563,281,282,"2,169",988,"1,181"
King,53033,2010,60-64,"101,945","49,447","52,498","81,903","40,062","41,841","5,089","2,509","2,580",778,385,393,"12,348","5,606","6,742",381,196,185,"1,446",689,757
King,53033,2010,65-69,"67,317","32,165","35,152","54,387","26,291","28,096","2,989","1,511","1,478",500,227,273,"8,388","3,677","4,711",223,110,113,830,349,481
King,53033,2010,70-74,"45,430","20,930","24,500","35,900","16,602","19,298","2,013",938,"1,075",289,130,159,"6,588","2,986","3,602",121,51,70,519,223,296
King,53033,2010,75-79,"35,200","15,485","19,715","28,630","12,686","15,944","1,388",632,756,182,81,101,"4,575","1,898","2,677",87,36,51,338,152,186
King,53033,2010,80-84,"28,948","11,429","17,519","24,279","9,731","14,548","1,001",361,640,107,32,75,"3,284","1,207","2,077",44,16,28,233,82,151
King,53033,2010,85+,"33,784","11,182","22,602","29,539","9,734","19,805",984,303,681,98,34,64,"2,922","1,048","1,874",27,6,21,214,57,157
King,53033,2010,Total,"1,931,249","962,090","969,159","1,396,927","701,178","695,749","124,232","63,818","60,414","20,237","10,392","9,845","286,648","135,976","150,672","15,317","7,621","7,696","87,888","43,105","44,783"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Kitsap,53035,2010,0-4,"14,831","7,515","7,316","11,197","5,703","5,494",478,244,234,352,195,157,501,253,248,170,95,75,"2,133","1,025","1,108"
Kitsap,53035,2010,5-9,"15,139","7,726","7,413","11,593","5,943","5,650",423,228,195,331,169,162,689,335,354,188,103,85,"1,915",948,967
Kitsap,53035,2010,10-14,"15,987","8,309","7,678","12,469","6,525","5,944",439,238,201,358,177,181,755,336,419,196,100,96,"1,770",933,837
Kitsap,53035,2010,15-19,"17,259","9,024","8,235","13,638","7,161","6,477",534,292,242,400,219,181,886,432,454,239,123,116,"1,562",797,765
Kitsap,53035,2010,20-24,"18,696","11,108","7,588","14,906","8,893","6,013","1,047",703,344,428,238,190,886,496,390,231,110,121,"1,198",668,530
Kitsap,53035,2010,25-29,"16,880","9,243","7,637","13,905","7,640","6,265",696,455,241,358,182,176,744,361,383,198,108,90,979,497,482
Kitsap,53035,2010,30-34,"14,394","7,467","6,927","11,862","6,156","5,706",525,343,182,281,139,142,725,319,406,173,91,82,828,419,409
Kitsap,53035,2010,35-39,"14,334","7,269","7,065","11,958","6,078","5,880",480,325,155,268,131,137,855,366,489,183,91,92,590,278,312
Kitsap,53035,2010,40-44,"16,189","7,936","8,253","13,758","6,827","6,931",442,265,177,268,134,134,"1,009",369,640,189,85,104,523,256,267
Kitsap,53035,2010,45-49,"19,029","9,472","9,557","16,407","8,365","8,042",497,291,206,291,124,167,"1,144",366,778,168,80,88,522,246,276
Kitsap,53035,2010,50-54,"19,753","9,665","10,088","17,287","8,532","8,755",463,305,158,319,156,163,"1,089",387,702,139,77,62,456,208,248
Kitsap,53035,2010,55-59,"18,878","9,249","9,629","16,756","8,317","8,439",354,224,130,243,122,121,"1,049",379,670,124,55,69,352,152,200
Kitsap,53035,2010,60-64,"16,468","7,962","8,506","14,915","7,276","7,639",201,122,79,189,93,96,803,299,504,103,47,56,257,125,132
Kitsap,53035,2010,65-69,"11,646","5,737","5,909","10,626","5,325","5,301",139,71,68,108,45,63,539,199,340,65,23,42,169,74,95
Kitsap,53035,2010,70-74,"7,506","3,678","3,828","6,787","3,376","3,411",89,47,42,90,40,50,408,146,262,36,21,15,96,48,48
Kitsap,53035,2010,75-79,"5,375","2,460","2,915","4,914","2,295","2,619",32,16,16,45,17,28,299,100,199,17,7,10,68,25,43
Kitsap,53035,2010,80-84,"4,259","1,764","2,495","4,007","1,683","2,324",33,14,19,22,10,12,154,42,112,11,4,7,32,11,21
Kitsap,53035,2010,85+,"4,510","1,571","2,939","4,317","1,499","2,818",24,10,14,18,7,11,116,44,72,3,0,3,32,11,21
Kitsap,53035,2010,Total,"251,133","127,155","123,978","211,302","107,594","103,708","6,896","4,193","2,703","4,369","2,198","2,171","12,651","5,229","7,422","2,433","1,220","1,213","13,482","6,721","6,761"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Kittitas,53037,2010,0-4,"2,034","1,029","1,005","1,861",945,916,16,6,10,22,15,7,27,9,18,5,2,3,103,52,51
Kittitas,53037,2010,5-9,"2,040","1,033","1,007","1,878",955,923,22,12,10,23,6,17,31,19,12,3,1,2,83,40,43
Kittitas,53037,2010,10-14,"2,147","1,105","1,042","1,959",999,960,16,10,6,42,17,25,31,24,7,5,0,5,94,55,39
Kittitas,53037,2010,15-19,"3,879","1,929","1,950","3,441","1,712","1,729",72,40,32,45,21,24,125,63,62,4,1,3,192,92,100
Kittitas,53037,2010,20-24,"6,822","3,653","3,169","6,050","3,214","2,836",127,84,43,69,27,42,284,173,111,21,13,8,271,142,129
Kittitas,53037,2010,25-29,"2,764","1,535","1,229","2,535","1,405","1,130",37,27,10,38,20,18,72,34,38,3,2,1,79,47,32
Kittitas,53037,2010,30-34,"2,013","1,009","1,004","1,865",948,917,25,19,6,20,12,8,49,15,34,2,1,1,52,14,38
Kittitas,53037,2010,35-39,"2,010","1,016",994,"1,894",955,939,16,8,8,16,11,5,38,20,18,3,2,1,43,20,23
Kittitas,53037,2010,40-44,"2,100","1,068","1,032","1,970","1,009",961,11,7,4,35,19,16,45,16,29,4,1,3,35,16,19
Kittitas,53037,2010,45-49,"2,399","1,191","1,208","2,288","1,131","1,157",10,8,2,27,14,13,31,12,19,2,0,2,41,26,15
Kittitas,53037,2010,50-54,"2,673","1,349","1,324","2,570","1,296","1,274",8,5,3,27,16,11,29,10,19,4,2,2,35,20,15
Kittitas,53037,2010,55-59,"2,534","1,275","1,259","2,432","1,222","1,210",10,6,4,24,11,13,28,11,17,0,0,0,40,25,15
Kittitas,53037,2010,60-64,"2,288","1,140","1,148","2,216","1,106","1,110",8,6,2,22,9,13,25,11,14,0,0,0,17,8,9
Kittitas,53037,2010,65-69,"1,808",906,902,"1,759",882,877,3,1,2,18,9,9,10,5,5,1,0,1,17,9,8
Kittitas,53037,2010,70-74,"1,256",651,605,"1,226",635,591,5,4,1,5,4,1,6,2,4,1,0,1,13,6,7
